Index,Text,Label,File_Name,P_Beach,P_City,P_Culture,P_Nature,P_Snow
52,"Marmaris is a beautiful coastal town in Turkey, a popular tourist destination known for its clear blue waters, stunning beaches, and rich cultural heritage. The town is a hub for water sports activities such as scuba diving, snorkeling, and windsurfing. It has a vibrant nightlife with plenty of bars and nightclubs. Visitors can explore the local markets and buy traditional handicrafts, spices, and textiles. The Marmaris Castle, Marmaris Museum, and the Grand Bazaar are some must-visit attractions. The town also offers a range of delicious Turkish cuisine, including kebabs and mezze. With such a mix of adventure and culture, It is definitely a bustling destination, a perfect spot for the perfect summer vacation!",Beach,Marmaris Turkey ,0.999926,0.000045,0.000015,0.000004,0.00001
53,"Maui, Hawaii is a paradise for any tourist looking to soak in the sun, surf, sand and mesmerizing beauty of nature. It is the second largest Hawaiian island and boasts of some of the world's most amazing beaches, towering waterfalls, breathtaking landscapes, and pristine rainforests. The lush green hills, swaying palm trees, and crystal-clear blue waters offer a perfect backdrop for any visitor. The island thrives on its rich culture with traditional music, dance, and cuisine. From adventurous water sports like surfing and snorkeling to relaxing beachside massages, Maui has something for every traveler. Overall, it is a must-visit destination for anyone who loves indulging in natural beauty, adventure or relaxation.",Beach,Maui Hawaii ,0.999883,0.000001,0.000003,0.000112,0.000001
54,"Mazatlan is a stunning and vibrant city located on the Pacific coast of Mexico. Its historic center, known as the ""Old Town,"" features colonial architecture, beautiful plazas, and impressive churches. The city is also famous for its beaches, which offer plenty of opportunities for swimming, surfing, and sunbathing. In addition, Mazatlan is renowned for its rich culture and lively nightlife, with numerous restaurants, bars, and clubs serving up delicious food and drinks. Whether you're interested in exploring the city's history, indulging in outdoor activities, or simply relaxing on the beach, Mazatlan has something for everyone.",Beach,Mazatlan Mexico ,0.999882,0.000088,0.000026,0.000002,0.000002
55,"Miami is a vibrant and exciting city located in the southeastern part of the United States. This city is known for its beautiful beaches, sunny weather, and diverse culture. As a tourist, you can't miss exploring the famous South Beach area which is filled with art deco buildings, high-end hotels, restaurants, and bars. You can also visit Little Havana, home to the largest Cuban community in the USA and enjoy authentic food, music, and dance. To get away from the city's bustle, you can visit the Everglades National Park where you can take an airboat tour and spot wildlife like alligators and birds. Miami is a great destination that offers a perfect mix of relaxation, entertainment, and adventure.",Beach,Miami USA ,0.018913,0.958271,0.000114,0.02255,0.000151
56,"Mirissa is a coastal town in Southern Sri Lanka, renowned for its stunning beaches, pristine waters, and scenic beauty. As a tourist, one can enjoy activities like surfing, swimming, and whale watching here. The tranquil beaches are perfect for a relaxed evening stroll, while the bustling bazaars selling locally crafted souvenirs add to the town's charm. The food scene is diverse, with fresh seafood being a highlight. The town is also home to an ancient temple and lush green forests. With its laid-back lifestyle, breathtaking natural landscape, and vibrant culture, Mirissa is an idyllic escape for any traveler seeking a slice of paradise.",Beach,Mirissa SriLanka ,0.999921,0.000001,0.000076,0,0.000001
57,"Montauk, located in the eastern tip of Long Island, New York, is a charming seaside town that offers spectacular ocean views and exciting outdoor activities. Its beautiful lighthouses, picturesque beaches, and stunning cliffs attract tourists from all around the world. It boasts of great fishing opportunities, surf spots, and hiking trails that provide a thrilling experience. Visitors can tour the Montauk Point Lighthouse, go whale watching, stroll along the scenic town, shop in local boutiques and indulge in fresh seafood. Montauk offers a relaxed and laid-back atmosphere, making it the perfect destination for those looking to unwind and rejuvenate.",Beach,Montauk USA ,0.993203,0.000018,0.000445,0.005176,0.001158
58,"Montezuma, Costa Rica is a charming and laid-back beach town on the southern tip of the Nicoya Peninsula. As a tourist, youâll enjoy the picturesque beaches that offer clear blue waters and white sands. Off the shore, there are various water activities like snorkeling and swimming on the Pacific Ocean. The town is dotted with numerous vegetarian and vegan restaurants offering freshly cooked food. You can hike to the waterfalls in the Montezuma Nature Reserve and see exotic creatures like monkeys and iguanas. In the evenings, you can catch live music at street performances and immerse yourself in the local nightlife.",Beach,Montezuma CostaRica ,0.999928,0.000017,0.000014,0.000034,0.000007
59,"Mykonos is a popular destination for tourists who visit Greece. It is known for its stunning beaches, crystal-clear waters and picturesque architecture. From the iconic windmills to the narrow streets, Mykonos oozes charm and character. The island is also famous for its glamorous nightlife, with lively bars and clubs that cater to all tastes. You can explore the whitewashed houses, old churches, and charming cafes while enjoying the sunshine and the beautiful scenery. Mykonos is a perfect destination for anyone looking to relax or have fun during the day and party at night.",Beach,Mykonos Greece ,0.999889,0.00002,0.000037,0.000037,0.000017
60,"Newport Beach is a charming coastal city located in Orange County, California, perfect for tourists seeking a relaxed yet chic vacation destination. With its stunning beaches and picturesque harbor, Newport Beach is renowned for its water-based activities such as surfing, paddle-boarding, and sailing. For those seeking a more upscale experience, the city offers high-end boutiques, restaurants and bars, and luxurious beachfront estates. Visit the iconic Balboa Island, stroll along the pier at Newport Beach, or take a sunset sail on Newport Harbor. With a mild Mediterranean climate year-round, this city is a must-visit for all those in search of a quintessential Californian beach vacation.",Beach,NewportBeach USA ,0.999902,0.000041,0.000017,0.00003,0.00001
61,"Nha Trang is a charming coastal town in Vietnam, famous for its pristine beaches, blue waters, and lush greenery. As a tourist, you can enjoy a host of activities such as scuba diving, snorkeling, and boat rides that provide a mesmerizing view of the beautiful ocean. The nightlife is vibrant, with plenty of bars and restaurants to explore. The city also has an excellent selection of spas offering relaxation and rejuvenation. Visit the Po Nagar Cham Towers, a beautiful ancient temple that dates back to the 7th century, and learn about the country's rich history and culture. Nha Trang is indeed a traveller's paradise.",Beach,NhaTrang Vietnam ,0.999925,0.000015,0.000045,0.000012,0.000004
